hours_studied,attendance,sleep_hours,exam_score,motivation,tutoring_sessions,family_income
23,91,7,69,1,2,1
14,95,7,68,2,2,1
30,88,6,73,3,4,3
32,90,5,74,3,0,2
22,81,5,66,2,0,3
30,97,6,74,3,1,1
17,93,5,67,1,3,3
15,94,8,67,1,1,2
20,87,10,70,1,3,2
23,72,6,67,2,1,3
18,61,6,80,3,3,2
23,97,6,70,1,1,1
22,83,8,71,1,4,3
14,72,8,64,3,4,3
23,66,7,68,2,1,2
25,93,5,68,2,0,1
21,93,6,69,2,1,3
27,93,7,72,1,1,2
13,86,7,65,2,0,1
23,75,7,64,2,1,3
13,72,8,64,1,1,1
13,60,5,58,3,1,1
16,93,7,69,1,2,2
14,63,7,61,2,1,1
17,85,6,68,2,0,2
19,80,6,66,1,1,1
25,81,8,68,1,1,2
18,97,5,70,1,2,1
10,61,10,62,2,4,3
27,91,8,71,1,2,2
15,62,7,61,3,0,1
20,62,7,64,1,1,2
23,77,8,65,2,1,1
21,63,6,63,1,3,2
27,92,6,74,1,4,1
23,81,9,68,1,2,2
15,61,6,65,3,2,3
33,62,7,66,1,2,2
21,85,6,69,2,1,2
19,92,7,69,1,2,3
26,78,8,70,2,3,2
21,82,10,70,3,3,3
22,92,6,71,2,1,2
35,84,5,72,2,1,2
18,69,7,61,2,1,1
18,85,6,68,3,1,2
21,85,7,66,2,3,1
26,89,8,70,1,1,1
11,85,10,63,1,0,1
8,99,6,68,2,1,2
16,68,4,62,2,1,2
10,98,7,69,1,3,2
17,82,8,69,2,3,2
23,87,6,72,2,1,3
15,64,7,64,2,2,1
11,75,7,63,2,2,1
20,91,7,70,3,1,1
25,88,8,69,1,1,1
10,62,7,61,2,1,2
25,82,8,70,1,2,1
25,64,4,64,1,1,2
26,100,6,76,3,0,2
27,96,6,73,2,2,2
33,61,5,67,2,2,2
18,94,7,69,2,2,2
21,97,6,72,1,2,2
18,74,6,66,2,4,2
20,89,8,70,2,3,2
29,78,7,73,2,2,2
12,86,5,68,1,2,3
15,74,6,66,2,2,3
28,73,8,67,2,4,2
26,77,7,67,3,3,2
18,66,9,62,2,0,1
25,93,8,72,2,2,2
22,74,6,65,2,0,2
29,76,9,69,2,1,3
20,96,9,69,2,2,1
26,80,4,69,2,0,1
36,82,7,69,2,0,2
24,98,6,69,2,1,2
20,95,7,70,1,0,2
24,67,6,67,2,6,1
18,79,6,69,2,3,2
34,99,8,75,2,0,2
21,75,5,66,2,2,1
18,75,7,63,2,0,3
15,68,5,64,2,3,2
27,65,9,66,2,2,3
25,90,7,72,2,1,2
17,91,8,71,3,3,2
23,99,7,70,2,0,3
11,91,7,67,2,2,1
21,70,7,65,3,0,3
23,62,9,65,1,3,1
30,99,6,73,2,0,1
15,74,4,66,1,1,2
12,72,6,62,3,0,1
15,96,5,71,2,2,3
12,83,8,66,2,3,3
28,69,7,65,1,1,1
29,96,8,75,2,0,3
22,100,7,74,2,2,1
27,63,7,65,3,1,2
21,94,7,71,1,2,1
19,76,9,65,1,1,1
18,81,7,65,3,0,1
18,97,9,67,2,0,1
11,99,9,67,2,2,1
22,70,7,66,2,2,2
20,69,7,67,3,1,2
24,63,6,66,2,2,1
21,82,9,65,2,0,2
19,61,6,59,1,1,1
15,76,6,69,2,4,1
20,63,7,63,3,2,1
24,76,5,65,3,1,2
13,62,6,61,3,2,1
21,93,9,68,2,0,2
21,68,8,65,2,3,1
16,73,6,61,2,1,1
16,95,8,69,2,0,1
21,90,10,72,3,2,3
13,69,7,59,3,2,2
22,63,9,63,1,0,3
15,89,8,69,3,3,1
26,76,7,67,3,1,1
34,91,7,70,2,1,2
15,78,8,67,3,0,1
23,74,6,66,2,1,1
16,78,4,68,2,5,3
26,90,6,71,2,1,1
12,96,4,69,2,3,2
23,62,6,65,1,0,3
15,81,4,66,3,0,1
19,61,8,66,3,2,2
14,79,5,67,3,3,3
25,95,8,74,1,1,2
15,74,8,66,1,3,1
23,97,8,72,2,1,2
18,85,4,69,3,0,1
19,97,9,68,2,0,2
21,90,8,71,2,4,1
15,64,8,61,2,0,1
21,69,10,65,1,2,1
29,76,8,71,2,4,1
15,67,5,59,1,0,1
27,80,8,71,1,1,2
29,79,5,72,2,0,3
15,98,7,71,2,1,1
11,77,6,61,1,0,1
22,91,7,67,2,1,2
17,98,5,67,1,0,1
31,95,5,74,2,1,2
20,68,6,66,1,2,2
15,80,7,63,1,1,1
13,74,6,63,1,4,3
27,76,9,68,2,1,1
17,74,8,65,1,1,3
20,93,8,66,2,0,1
26,78,6,67,2,1,1
17,81,5,67,3,0,1
20,99,7,70,3,0,2
20,62,10,65,3,5,1
24,80,7,68,2,1,3
24,91,9,70,1,3,1
19,66,9,66,2,1,2
20,84,8,69,2,0,1
18,70,7,65,2,1,3
11,95,6,68,2,2,2
22,73,7,65,2,3,3
31,73,6,70,3,1,2
15,84,7,65,3,1,1
15,67,5,67,3,3,2
15,71,6,64,1,5,1
24,77,8,68,3,2,1
23,74,6,70,2,4,3
19,81,6,64,2,1,2
14,84,6,67,1,4,3
21,83,7,68,2,2,2
11,86,4,67,2,5,1
21,72,6,66,1,4,3
25,65,8,66,1,2,2
12,90,7,66,2,2,1
11,94,8,67,2,2,1
29,70,4,69,1,2,1
16,76,6,65,2,3,1
27,80,7,68,1,4,1
19,81,8,67,2,2,1
19,86,9,69,1,1,1
23,62,8,64,3,3,3
15,89,6,67,1,2,2
21,62,6,67,2,2,2
18,79,9,67,1,1,1
12,93,6,67,2,2,1
22,78,5,68,1,2,1
18,66,7,65,3,4,1
19,99,9,70,1,3,3
13,96,6,68,2,1,1
30,91,6,72,2,2,2
25,76,6,67,2,1,2
26,67,8,66,2,2,2
18,98,7,68,1,0,3
10,81,8,64,2,1,1
32,94,9,75,3,4,2
20,74,5,66,3,1,2
16,73,6,67,2,0,1
23,99,6,71,2,1,3
27,81,7,68,1,0,1
20,66,8,65,2,2,1
28,69,6,67,1,0,3
26,79,6,66,1,0,3
14,62,8,60,2,1,2
16,79,8,64,1,2,1
26,77,7,69,1,0,3
4,91,4,64,1,3,1
19,74,9,66,3,2,1
11,99,7,72,3,3,1
17,67,7,60,2,0,1
18,84,6,69,1,3,2
18,64,6,62,2,2,1
17,89,6,70,2,3,2
13,100,4,65,1,3,1
34,93,6,77,3,2,1
31,82,5,71,2,0,1
13,79,7,66,3,4,1
29,93,5,74,2,2,1
18,97,8,70,2,1,2
21,100,5,69,2,2,2
20,76,9,64,1,2,1
16,100,8,69,3,1,3
26,66,5,68,2,1,1
21,70,7,63,2,1,1
17,64,6,61,2,1,2
12,71,8,61,2,0,1
15,91,10,65,2,0,1
10,94,9,65,2,3,1
20,91,6,69,3,0,3
13,85,7,69,3,3,2
18,81,9,65,2,1,3
28,88,8,72,2,3,1
27,76,9,69,2,3,1
20,94,8,71,1,1,2
19,87,7,67,2,2,1
31,88,7,72,2,0,1
23,81,5,70,1,0,3
18,95,6,68,3,1,1
11,70,6,66,2,3,3
22,75,6,68,1,4,1
25,91,7,71,1,1,1
16,80,7,63,3,2,1
22,96,7,70,2,2,2
18,74,8,65,3,1,1
19,75,6,70,2,2,2
5,96,8,65,1,3,2
19,79,9,68,2,0,2
26,81,8,69,1,1,2
16,73,6,66,3,3,2
20,71,8,62,2,0,2
15,86,8,70,3,2,2
22,65,8,65,2,2,3
19,95,9,71,1,0,2
14,91,8,68,2,2,1
28,68,9,65,2,0,2
26,88,7,70,3,1,3
16,84,6,69,2,0,3
23,67,9,66,2,1,2
23,71,6,66,1,1,1
24,76,10,67,1,2,1
10,88,9,63,2,1,1
26,86,7,70,2,2,1
17,81,9,65,2,0,3
18,91,8,70,2,3,2
36,90,5,74,1,1,1
22,85,6,69,2,0,1
18,91,7,68,1,0,1
7,73,7,64,2,1,3
28,95,9,73,1,2,2
12,85,7,66,2,4,1
14,93,5,65,1,0,2
18,82,6,66,3,0,2
28,69,8,67,2,0,2
25,82,4,67,2,0,2
19,75,5,66,3,0,2
22,88,6,69,1,3,1
16,79,8,69,2,4,3
21,93,7,68,3,2,1
20,87,8,64,2,1,3
26,87,7,70,2,1,3
26,69,7,67,2,1,1
23,99,6,68,2,1,2
18,94,8,67,2,0,3
24,92,5,73,1,1,2
19,73,7,65,2,1,2
14,81,9,69,2,3,3
18,65,6,63,2,1,2
21,82,5,68,2,3,1
25,66,4,64,3,0,2
19,82,8,68,2,2,1
13,86,8,66,2,2,1
20,76,6,65,1,2,1
21,80,5,69,1,4,1
21,95,7,69,3,2,1
26,64,9,64,2,2,1
26,92,5,74,3,0,2
16,67,9,64,2,1,1
16,61,4,63,2,3,2
14,67,5,64,2,0,3
24,91,7,71,2,3,2
29,76,8,68,2,2,2
18,95,9,72,1,4,2
19,81,8,67,3,1,1
29,61,9,64,2,0,1
23,89,7,70,2,2,3
23,64,6,65,1,2,2
13,92,9,69,3,2,3
24,67,9,65,3,2,1
14,74,8,66,2,1,1
13,90,8,67,2,0,2
18,98,9,68,2,1,3
16,75,8,65,2,0,2
19,93,7,68,3,0,2
11,68,8,63,3,2,2
26,92,8,71,2,1,2
27,86,8,71,2,1,1
8,68,7,65,2,2,1
26,72,8,65,2,2,2
15,65,8,61,2,1,3
25,75,7,68,1,0,1
20,68,6,65,1,4,1
20,86,9,66,2,0,2
19,100,5,69,1,2,1
27,60,6,65,1,3,1
13,82,7,65,2,1,1
24,83,4,70,3,2,2
27,97,9,70,2,1,1
24,80,7,67,2,2,1
34,82,9,75,3,3,1
17,79,10,65,1,3,2
26,71,7,66,2,2,1
19,62,9,67,3,2,2
27,76,5,67,1,0,1
20,62,8,62,3,2,1
18,82,6,66,2,0,1
28,72,8,66,1,1,1
17,81,8,64,3,0,2
12,65,7,60,2,2,2
17,97,8,70,2,3,1
24,96,8,72,2,2,1
28,68,7,67,2,0,1
21,74,10,67,1,1,3
28,85,7,72,2,1,2
12,64,9,63,2,1,3
17,74,9,60,2,0,1
18,70,4,65,2,1,3
19,97,9,72,3,2,2
21,94,9,70,1,0,2
24,83,7,71,3,1,2
17,81,8,66,1,1,1
21,97,8,72,3,2,1
20,97,9,73,3,3,2
14,99,6,71,2,2,2
19,65,9,64,2,4,1
19,66,5,66,2,1,3
19,87,4,69,3,1,3
20,82,8,66,1,1,2
20,61,9,63,2,0,3
17,62,7,62,2,0,2
28,96,4,98,3,1,3
13,95,5,71,1,1,2
16,74,8,66,2,0,1
37,96,7,75,2,2,2
14,84,9,68,3,1,1
12,92,7,69,2,2,2
24,77,6,68,3,2,2
8,65,7,60,1,3,2
19,77,9,64,1,4,2
33,78,9,71,2,4,2
11,82,7,69,1,2,3
8,64,7,60,2,1,1
11,100,8,70,3,1,1
25,70,6,66,2,4,2
27,68,8,68,3,0,2
17,81,7,67,2,2,3
24,81,7,70,3,1,2
28,78,7,69,1,0,1
31,91,7,75,3,2,3
19,81,10,65,1,1,2
6,84,6,65,2,1,1
15,89,6,66,2,1,2
17,61,9,64,3,1,2
18,83,8,66,2,1,1
19,95,8,70,2,3,1
27,61,5,63,3,1,1
28,76,7,66,3,1,3
19,97,8,71,1,1,2
27,74,6,68,3,2,2
22,78,8,68,2,2,3
20,99,7,71,3,0,2
25,68,6,63,1,1,1
20,63,9,60,1,1,2
32,94,9,73,2,1,2
11,95,7,68,1,4,2
17,79,8,70,2,2,3
19,81,9,66,2,1,1
23,93,6,72,2,1,3
28,90,8,70,2,1,1
20,71,6,68,2,2,3
11,61,5,60,2,3,2
25,79,6,68,1,2,1
25,94,5,74,3,1,2
8,96,8,68,3,1,3
20,98,6,72,1,4,2
10,95,5,69,3,0,1
16,83,8,98,1,2,3
15,78,8,68,2,1,2
25,91,7,70,2,0,2
21,90,8,69,2,1,3
12,82,6,64,1,3,2
25,63,6,65,3,1,2
11,97,8,69,3,2,2
22,78,9,67,3,2,2
15,75,6,65,1,1,3
18,85,6,70,3,2,1
23,87,8,68,2,0,3
23,68,8,65,2,1,2
28,93,7,74,3,0,2
20,72,9,65,2,4,3
22,67,10,65,2,1,1
17,76,8,68,2,3,2
21,89,6,68,2,1,1
23,99,8,74,3,5,2
19,92,6,71,3,2,2
9,98,9,67,2,1,1
22,66,6,64,1,0,3
22,63,7,61,2,0,2
16,82,6,66,2,0,1
12,72,7,61,1,0,1
29,93,7,73,2,5,1
23,87,8,70,3,2,2
19,99,7,70,2,2,1
13,70,7,63,3,1,3
15,79,6,69,2,3,3
28,80,7,72,2,2,3
21,70,5,66,2,2,1
17,84,9,68,2,1,3
23,78,7,67,2,1,2
15,78,9,65,2,2,2
29,75,7,68,1,2,1
28,61,4,68,1,1,2
17,81,6,69,3,2,2
16,73,7,66,1,1,2
4,60,7,58,2,2,1
11,72,8,60,3,0,2
12,71,7,67,3,3,1
21,76,6,65,1,2,1
18,65,6,62,3,1,1
12,80,6,65,2,0,3
18,88,8,69,2,0,2
23,85,8,70,2,0,3
23,92,6,70,3,2,1
9,78,9,63,1,1,1
19,81,8,69,3,0,2
12,92,6,64,1,0,2
25,77,7,69,2,1,1
25,88,8,70,1,1,2
15,77,5,64,2,1,1
15,77,5,65,1,2,1
17,90,8,70,2,0,2
6,67,6,60,1,0,2
22,74,9,68,3,3,2
18,69,10,61,1,2,1
26,74,8,68,2,2,2
13,69,8,61,2,1,3
16,83,5,64,1,2,3
11,92,5,66,2,2,2
14,91,7,70,2,2,3
13,75,5,65,2,3,2
26,100,7,74,3,1,2
16,84,6,66,1,1,2
21,76,7,65,3,3,1
18,93,7,69,3,1,3
12,89,8,69,1,4,1
19,90,7,69,2,2,2
24,68,6,66,2,1,1
13,79,5,63,2,2,3
25,94,7,69,2,1,1
15,80,4,65,2,1,2
17,87,9,67,2,1,2
23,84,8,66,1,1,1
16,94,8,67,2,2,1
20,71,6,65,3,1,1
18,83,8,69,1,0,2
21,65,6,65,2,3,1
6,88,7,67,2,3,1
9,89,6,66,2,0,3
24,62,7,64,2,1,3
26,87,5,70,1,1,1
15,77,7,65,2,0,1
19,65,5,65,2,2,2
22,77,10,64,2,2,1
24,68,7,64,1,1,1
8,77,7,61,1,1,2
15,75,8,65,2,1,1
18,90,5,68,1,5,2
24,91,6,70,2,1,1
35,84,8,74,3,6,1
19,61,7,60,1,1,1
12,97,6,71,2,2,1
22,87,8,70,2,2,2
28,61,7,67,1,2,2
21,93,8,68,2,0,1
15,68,8,64,2,3,2
26,83,6,67,2,0,1
24,79,7,65,1,0,1
14,77,4,66,1,3,2
22,96,6,72,1,1,3
26,77,7,69,3,3,3
27,63,8,65,1,1,2
20,98,8,71,2,0,3
18,97,6,72,2,0,2
27,87,6,70,2,0,2
13,79,9,63,2,1,2
23,64,7,66,2,2,2
12,92,7,67,3,3,2
26,63,8,67,1,1,3
18,63,7,62,1,2,2
28,81,7,72,3,3,2
23,66,7,69,3,1,3
13,60,6,61,2,1,2
29,77,7,67,3,1,2
29,65,4,66,2,0,2
25,66,6,68,2,2,2
15,63,8,62,3,1,1
18,68,8,63,2,0,2
21,89,9,70,3,3,1
16,92,8,68,2,2,1
30,78,8,71,2,1,3
21,80,7,65,2,0,2
4,61,6,59,2,4,2
22,63,8,64,2,2,2
18,70,7,67,2,0,2
20,82,6,68,2,3,1
18,90,6,95,1,1,2
25,84,7,70,3,1,1
27,76,9,68,2,1,2
22,65,7,65,2,2,2
18,91,7,70,2,2,1
20,75,8,67,2,4,2
20,89,8,69,2,2,1
15,81,7,68,3,1,1
23,90,7,72,3,1,1
23,96,6,71,2,1,2
29,97,9,75,2,2,1
28,81,6,70,2,0,2
16,80,9,66,2,2,2
25,71,7,67,3,3,1
14,97,7,70,3,1,2
24,78,8,71,2,2,2
17,65,6,64,2,5,1
14,77,8,65,3,2,3
22,65,7,64,3,1,2
4,80,8,62,2,4,2
9,82,6,64,2,2,1
19,74,6,66,3,1,2
20,63,4,64,1,0,3
18,98,6,71,1,3,2
11,91,6,68,1,4,1
15,94,6,70,1,3,3
22,75,7,66,3,0,1
23,90,7,71,1,2,3
20,79,8,68,2,1,2
27,68,8,66,3,3,2
22,65,8,66,3,4,2
16,74,8,65,2,5,1
18,66,7,64,2,0,2
12,100,7,67,2,1,1
19,62,8,65,1,1,3
27,78,8,69,1,3,3
24,78,5,69,1,1,1
28,72,7,69,2,4,3
18,83,4,68,1,3,1
28,66,4,67,2,0,2
19,91,6,68,3,2,1
29,73,7,65,2,1,1
20,84,6,69,2,3,2
24,89,4,73,3,1,3
29,96,8,76,1,3,3
19,93,6,69,2,0,1
21,84,8,69,1,2,3
28,76,6,68,2,3,1
19,80,6,70,2,1,2
12,91,8,64,1,0,1
33,95,6,73,1,2,3
17,64,7,64,3,1,2
21,75,7,65,2,1,2
27,91,5,69,2,0,2
16,77,8,62,2,0,2
14,73,6,64,3,2,2
22,76,5,64,1,0,2
9,84,6,67,2,5,3
18,100,8,69,3,3,1
21,80,5,67,2,2,3
18,68,8,65,2,1,3
11,67,8,63,3,3,3
30,62,7,66,2,0,3
21,82,7,70,3,1,3
29,82,7,70,1,1,1
18,68,8,67,3,0,3
15,88,6,65,2,0,3
22,90,5,70,2,1,1
19,70,7,66,3,0,2
13,74,8,66,3,1,3
29,100,8,72,1,0,1
16,75,10,64,3,0,1
9,90,7,70,1,4,3
28,78,7,71,1,1,2
17,92,7,66,1,2,1
16,91,6,70,3,0,3
9,87,6,64,2,1,3
30,94,5,70,1,3,3
12,98,4,67,2,2,2
20,83,6,65,1,2,2
25,69,7,68,2,1,3
23,76,8,69,2,3,1
20,90,6,68,1,3,1
10,86,6,68,3,2,1
15,67,9,64,2,0,2
